id,type,item owner id,layer title,title,coordinates,description,image count,created date,last modification date,item views,Media Type,Transition Type,Date of Change,Owner,Community,Sources,Language
1066,marker,622,Newspapers,Dundas Star News,"43.2665089, -79.9568685","On September 15, 2023, Metroland announced that all of its 71 community newspapers would immediately shift to digital-only publications, including the Dundas Star News. Nordstar put its Metroland Media Group division into creditor protection under the Bankruptcy and Insolvency Act as part of this restructuring plan that resulted in the loss of 605 jobs (approximately 60 per cent of its workforce), including 68 journalists. The newspaper was founded in 1883.",0,2023-09-30 2:23,2023-09-30 2:23,244,community paper,shifted to online,2023-09-15,Metroland,"Dundas, Hamilton, Ontario","[""https:\/\/www.cbc.ca\/news\/canada\/hamilton\/hamilton-spectator-community-news-office-1.6970467"",""https:\/\/www.cbc.ca\/news\/business\/torstar-metroland-nordstar-1.6968044"",""https:\/\/www.thestar.com\/business\/metroland-ends-print-editions-of-community-papers-flyers\/article_b5630346-56a9-50b0-99dd-7e4955065c14.html"",""https:\/\/www.cbc.ca\/news\/canada\/ottawa\/weekly-print-papers-cancelled-across-ontario-1.6968892"",""https:\/\/www.newhamburgindependent.ca\/news\/ontario\/metroland-to-cease-print-publication-of-dozens-of-community-newspapers-across-ontario\/article_b2d17b23-e6fb-535f-945a-52d15262c4d7.html"",""https:\/\/www.durhamregion.com\/news\/a-letter-to-our-readers\/article_ec8be637-c278-587b-a442-1c762720e04a.html"",""https:\/\/www.orilliamatters.com\/local-news\/metroland-announces-cutbacks-ends-orillia-today-print-edition-7554155"",""https:\/\/nationalpost.com\/news\/canada\/metroland-media-group-ends-publication-of-weekly-community-newspapers""]","[""English""]"
1067,marker,622,Newspapers,Erin Advocate,"43.7721239, -80.0654757","On September 15, 2023, Metroland announced that all of its 71 community newspapers would immediately shift to digital-only publications, including the Erin Advocate. Nordstar put its Metroland Media Group division into creditor protection under the Bankruptcy and Insolvency Act as part of this restructuring plan that resulted in the loss of 605 jobs (approximately 60 per cent of its workforce), including 68 journalists. The newspaper was founded in 1880.",0,2023-09-30 2:54,2023-09-30 2:54,73,community paper,shifted to online,2023-09-15,Metroland,"Erin, Ontario","[""https:\/\/www.wellingtonadvertiser.com\/metroland-media-group-declares-bankruptcy-moves-to-online-only-model\/"",""https:\/\/www.cbc.ca\/news\/business\/torstar-metroland-nordstar-1.6968044"",""https:\/\/www.thestar.com\/business\/metroland-ends-print-editions-of-community-papers-flyers\/article_b5630346-56a9-50b0-99dd-7e4955065c14.html"",""https:\/\/www.cbc.ca\/news\/canada\/ottawa\/weekly-print-papers-cancelled-across-ontario-1.6968892"",""https:\/\/www.newhamburgindependent.ca\/news\/ontario\/metroland-to-cease-print-publication-of-dozens-of-community-newspapers-across-ontario\/article_b2d17b23-e6fb-535f-945a-52d15262c4d7.html"",""https:\/\/www.durhamregion.com\/news\/a-letter-to-our-readers\/article_ec8be637-c278-587b-a442-1c762720e04a.html"",""https:\/\/www.orilliamatters.com\/local-news\/metroland-announces-cutbacks-ends-orillia-today-print-edition-7554155"",""https:\/\/nationalpost.com\/news\/canada\/metroland-media-group-ends-publication-of-weekly-community-newspapers""]","[""English""]"
1068,marker,622,Newspapers,Flamborough Review,"43.3342464, -79.8936213","On September 15, 2023, Metroland announced that all of its 71 community newspapers would immediately shift to digital-only publications, including the Flamborough Review. Nordstar put its Metroland Media Group division into creditor protection under the Bankruptcy and Insolvency Act as part of this restructuring plan that resulted in the loss of 605 jobs (approximately 60 per cent of its workforce), including 68 journalists. The newspaper was founded in 1918.",0,2023-09-30 3:09,2023-09-30 3:09,68,community paper,shifted to online,2023-09-15,Metroland,"Flamborough, Hamilton, Ontario","[""https:\/\/www.cbc.ca\/news\/canada\/hamilton\/hamilton-spectator-community-news-office-1.6970467"",""https:\/\/www.cbc.ca\/news\/business\/torstar-metroland-nordstar-1.6968044"",""https:\/\/www.thestar.com\/business\/metroland-ends-print-editions-of-community-papers-flyers\/article_b5630346-56a9-50b0-99dd-7e4955065c14.html"",""https:\/\/www.cbc.ca\/news\/canada\/ottawa\/weekly-print-papers-cancelled-across-ontario-1.6968892"",""https:\/\/www.newhamburgindependent.ca\/news\/ontario\/metroland-to-cease-print-publication-of-dozens-of-community-newspapers-across-ontario\/article_b2d17b23-e6fb-535f-945a-52d15262c4d7.html"",""https:\/\/www.durhamregion.com\/news\/a-letter-to-our-readers\/article_ec8be637-c278-587b-a442-1c762720e04a.html"",""https:\/\/www.orilliamatters.com\/local-news\/metroland-announces-cutbacks-ends-orillia-today-print-edition-7554155"",""https:\/\/nationalpost.com\/news\/canada\/metroland-media-group-ends-publication-of-weekly-community-newspapers""]","[""English""]"
1069,marker,622,Newspapers,Fort Erie Post,"42.9016192, -78.9801997","On September 15, 2023, Metroland announced that all of its 71 community newspapers would immediately shift to digital-only publications, including the Fort Erie Post. Nordstar put its Metroland Media Group division into creditor protection under the Bankruptcy and Insolvency Act as part of this restructuring plan that resulted in the loss of 605 jobs (approximately 60 per cent of its workforce), including 68 journalists.",0,2023-09-30 3:12,2023-09-30 3:13,18,community paper,shifted to online,2023-09-15,Metroland,"Fort Erie, Ontario","[""https:\/\/www.cbc.ca\/news\/business\/torstar-metroland-nordstar-1.6968044"",""https:\/\/www.thestar.com\/business\/metroland-ends-print-editions-of-community-papers-flyers\/article_b5630346-56a9-50b0-99dd-7e4955065c14.html"",""https:\/\/www.cbc.ca\/news\/canada\/ottawa\/weekly-print-papers-cancelled-across-ontario-1.6968892"",""https:\/\/www.newhamburgindependent.ca\/news\/ontario\/metroland-to-cease-print-publication-of-dozens-of-community-newspapers-across-ontario\/article_b2d17b23-e6fb-535f-945a-52d15262c4d7.html"",""https:\/\/www.durhamregion.com\/news\/a-letter-to-our-readers\/article_ec8be637-c278-587b-a442-1c762720e04a.html"",""https:\/\/www.orilliamatters.com\/local-news\/metroland-announces-cutbacks-ends-orillia-today-print-edition-7554155"",""https:\/\/nationalpost.com\/news\/canada\/metroland-media-group-ends-publication-of-weekly-community-newspapers""]","[""English""]"
1070,marker,622,Newspapers,Georgina Advocate,"44.2426283, -79.4724539","On September 15, 2023, Metroland announced that all of its 71 community newspapers would immediately shift to digital-only publications, including the Georgina Advocate. Nordstar put its Metroland Media Group division into creditor protection under the Bankruptcy and Insolvency Act as part of this restructuring plan that resulted in the loss of 605 jobs (approximately 60 per cent of its workforce), including 68 journalists. The newspaper was founded in 1961.",0,2023-09-30 3:17,2023-09-30 3:17,39,community paper,shifted to online,2023-09-15,Metroland,"Georgina, Ontario","[""https:\/\/www.cbc.ca\/news\/business\/torstar-metroland-nordstar-1.6968044"",""https:\/\/www.thestar.com\/business\/metroland-ends-print-editions-of-community-papers-flyers\/article_b5630346-56a9-50b0-99dd-7e4955065c14.html"",""https:\/\/www.cbc.ca\/news\/canada\/ottawa\/weekly-print-papers-cancelled-across-ontario-1.6968892"",""https:\/\/www.newhamburgindependent.ca\/news\/ontario\/metroland-to-cease-print-publication-of-dozens-of-community-newspapers-across-ontario\/article_b2d17b23-e6fb-535f-945a-52d15262c4d7.html"",""https:\/\/www.durhamregion.com\/news\/a-letter-to-our-readers\/article_ec8be637-c278-587b-a442-1c762720e04a.html"",""https:\/\/www.orilliamatters.com\/local-news\/metroland-announces-cutbacks-ends-orillia-today-print-edition-7554155"",""https:\/\/nationalpost.com\/news\/canada\/metroland-media-group-ends-publication-of-weekly-community-newspapers""]","[""English""]"
1071,marker,622,Newspapers,Glanbrook Gazette,"43.0749907, -79.9514261","On September 15, 2023, Metroland announced that all of its 71 community newspapers would immediately shift to digital-only publications, including the Glanbrook Gazette. Nordstar put its Metroland Media Group division into creditor protection under the Bankruptcy and Insolvency Act as part of this restructuring plan that resulted in the loss of 605 jobs (approximately 60 per cent of its workforce), including 68 journalists. The newspaper launched in 1996.",0,2023-09-30 3:26,2023-09-30 9:12,53,community paper,shifted to online,2023-09-15,Metroland,"Glanbrook, Hamilton, Ontario","[""https:\/\/www.cbc.ca\/news\/canada\/hamilton\/hamilton-spectator-community-news-office-1.6970467"",""https:\/\/www.cbc.ca\/news\/business\/torstar-metroland-nordstar-1.6968044"",""https:\/\/www.thestar.com\/business\/metroland-ends-print-editions-of-community-papers-flyers\/article_b5630346-56a9-50b0-99dd-7e4955065c14.html"",""https:\/\/www.cbc.ca\/news\/canada\/ottawa\/weekly-print-papers-cancelled-across-ontario-1.6968892"",""https:\/\/www.newhamburgindependent.ca\/news\/ontario\/metroland-to-cease-print-publication-of-dozens-of-community-newspapers-across-ontario\/article_b2d17b23-e6fb-535f-945a-52d15262c4d7.html"",""https:\/\/www.durhamregion.com\/news\/a-letter-to-our-readers\/article_ec8be637-c278-587b-a442-1c762720e04a.html"",""https:\/\/www.orilliamatters.com\/local-news\/metroland-announces-cutbacks-ends-orillia-today-print-edition-7554155"",""https:\/\/nationalpost.com\/news\/canada\/metroland-media-group-ends-publication-of-weekly-community-newspapers""]","[""English""]"
1072,marker,622,Newspapers,Gravenhurst Banner,"44.9194146, -79.3737306","On September 15, 2023, Metroland announced that all of its 71 community newspapers would immediately shift to digital-only publications, including the Gravenhurst Banner. Nordstar put its Metroland Media Group division into creditor protection under the Bankruptcy and Insolvency Act as part of this restructuring plan that resulted in the loss of 605 jobs (approximately 60 per cent of its workforce), including 68 journalists. The newspaper was founded in 1886.",0,2023-09-30 3:30,2023-09-30 3:30,22,community paper,shifted to online,2023-09-15,Metroland,"Gravenhurst, Ontario","[""https:\/\/doppleronline.ca\/huntsville\/metroland-media-getting-out-of-the-community-print-newspaper-business\/"",""https:\/\/muskoka411.com\/muskoka-metroland-newspapers-end-print-publication\/"",""https:\/\/www.cbc.ca\/news\/business\/torstar-metroland-nordstar-1.6968044"",""https:\/\/www.thestar.com\/business\/metroland-ends-print-editions-of-community-papers-flyers\/article_b5630346-56a9-50b0-99dd-7e4955065c14.html"",""https:\/\/www.cbc.ca\/news\/canada\/ottawa\/weekly-print-papers-cancelled-across-ontario-1.6968892"",""https:\/\/www.newhamburgindependent.ca\/news\/ontario\/metroland-to-cease-print-publication-of-dozens-of-community-newspapers-across-ontario\/article_b2d17b23-e6fb-535f-945a-52d15262c4d7.html"",""https:\/\/www.durhamregion.com\/news\/a-letter-to-our-readers\/article_ec8be637-c278-587b-a442-1c762720e04a.html"",""https:\/\/www.orilliamatters.com\/local-news\/metroland-announces-cutbacks-ends-orillia-today-print-edition-7554155"",""https:\/\/nationalpost.com\/news\/canada\/metroland-media-group-ends-publication-of-weekly-community-newspapers""]","[""English""]"
1073,marker,622,Newspapers,Grimsby Lincoln News,"43.1938132, -79.5615266","On September 15, 2023, Metroland announced that all of its 71 community newspapers would immediately shift to digital-only publications, including the Grimsby Lincoln News. Nordstar put its Metroland Media Group division into creditor protection under the Bankruptcy and Insolvency Act as part of this restructuring plan that resulted in the loss of 605 jobs (approximately 60 per cent of its workforce), including 68 journalists. The newspaper launched in 1997.",0,2023-09-30 3:34,2023-09-30 3:34,30,community paper,shifted to online,2023-09-15,Metroland,"Grimsby and Lincoln, Ontario","[""https:\/\/www.cbc.ca\/news\/business\/torstar-metroland-nordstar-1.6968044"",""https:\/\/www.thestar.com\/business\/metroland-ends-print-editions-of-community-papers-flyers\/article_b5630346-56a9-50b0-99dd-7e4955065c14.html"",""https:\/\/www.cbc.ca\/news\/canada\/ottawa\/weekly-print-papers-cancelled-across-ontario-1.6968892"",""https:\/\/www.newhamburgindependent.ca\/news\/ontario\/metroland-to-cease-print-publication-of-dozens-of-community-newspapers-across-ontario\/article_b2d17b23-e6fb-535f-945a-52d15262c4d7.html"",""https:\/\/www.durhamregion.com\/news\/a-letter-to-our-readers\/article_ec8be637-c278-587b-a442-1c762720e04a.html"",""https:\/\/www.orilliamatters.com\/local-news\/metroland-announces-cutbacks-ends-orillia-today-print-edition-7554155"",""https:\/\/nationalpost.com\/news\/canada\/metroland-media-group-ends-publication-of-weekly-community-newspapers""]","[""English""]"
1074,marker,622,Newspapers,Guelph Mercury Tribune,"43.5470896, -80.3031166","On September 15, 2023, Metroland announced that all of its 71 community newspapers would immediately shift to digital-only publications, including the Guelph Mercury Tribune. Nordstar put its Metroland Media Group division into creditor protection under the Bankruptcy and Insolvency Act as part of this restructuring plan that resulted in the loss of 605 jobs (approximately 60 per cent of its workforce), including 68 journalists. The Guelph Tribune newspaper was founded in 1986 as the Royal Tribune. The Guelph Tribune was later renamed Guelph Mercury Tribune in April 2016 when it merged with and closed the Guelph Mercury newspaper.",0,2023-09-30 3:39,2024-08-01 16:31,34,community paper,shifted to online,2023-09-15,Metroland,"Guelph, Ontario","[""https:\/\/www.guelphmercury.com\/site\/static-pages\/about-us.html"",""https:\/\/kitchener.ctvnews.ca\/four-local-newspapers-will-no-longer-put-out-print-editions-1.6565524"",""https:\/\/www.wellingtonadvertiser.com\/metroland-media-group-declares-bankruptcy-moves-to-online-only-model\/"",""https:\/\/broadcastdialogue.com\/metroland-media-group-moves-to-digital-only-model-lays-off-600\/"",""https:\/\/www.cbc.ca\/news\/business\/torstar-metroland-nordstar-1.6968044"",""https:\/\/www.thestar.com\/business\/metroland-ends-print-editions-of-community-papers-flyers\/article_b5630346-56a9-50b0-99dd-7e4955065c14.html"",""https:\/\/www.cbc.ca\/news\/canada\/ottawa\/weekly-print-papers-cancelled-across-ontario-1.6968892"",""https:\/\/www.durhamregion.com\/news\/a-letter-to-our-readers\/article_ec8be637-c278-587b-a442-1c762720e04a.html"",""https:\/\/www.orilliamatters.com\/local-news\/metroland-announces-cutbacks-ends-orillia-today-print-edition-7554155"",""https:\/\/nationalpost.com\/news\/canada\/metroland-media-group-ends-publication-of-weekly-community-newspapers""]","[""English""]"
1075,marker,622,Newspapers,Alliston Herald,"44.14848, -79.861209","On September 15, 2023, Metroland announced that all of its 71 community newspapers would immediately shift to digital-only publications, including the Alliston Herald. Nordstar put its Metroland Media Group division into creditor protection under the Bankruptcy and Insolvency Act as part of this restructuring plan that resulted in the loss of 605 jobs (approximately 60 per cent of its workforce), including 68 journalists. The newspaper was founded in the early 1870s.",0,2023-09-30 6:41,2023-09-30 6:41,58,community paper,shifted to online,2023-09-15,Metroland,"Alliston, Ontario","[""https:\/\/www.cbc.ca\/news\/business\/torstar-metroland-nordstar-1.6968044"",""https:\/\/www.thestar.com\/business\/metroland-ends-print-editions-of-community-papers-flyers\/article_b5630346-56a9-50b0-99dd-7e4955065c14.html"",""https:\/\/www.cbc.ca\/news\/canada\/ottawa\/weekly-print-papers-cancelled-across-ontario-1.6968892"",""https:\/\/www.newhamburgindependent.ca\/news\/ontario\/metroland-to-cease-print-publication-of-dozens-of-community-newspapers-across-ontario\/article_b2d17b23-e6fb-535f-945a-52d15262c4d7.html"",""https:\/\/www.durhamregion.com\/news\/a-letter-to-our-readers\/article_ec8be637-c278-587b-a442-1c762720e04a.html"",""https:\/\/www.orilliamatters.com\/local-news\/metroland-announces-cutbacks-ends-orillia-today-print-edition-7554155"",""https:\/\/nationalpost.com\/news\/canada\/metroland-media-group-ends-publication-of-weekly-community-newspapers""]","[""English""]"
1076,marker,622,Newspapers,Brighton Independent,"44.0422599, -77.7368828","On September 15, 2023, Metroland announced that all of its 71 community newspapers would immediately shift to digital-only publications, including the Brighton Independent. Nordstar put its Metroland Media Group division into creditor protection under the Bankruptcy and Insolvency Act as part of this restructuring plan that resulted in the loss of 605 jobs (approximately 60 per cent of its workforce), including 68 journalists.",0,2023-09-30 6:43,2023-09-30 6:43,71,community paper,shifted to online,2023-09-15,Metroland,"Brighton, Ontario","[""https:\/\/www.cbc.ca\/news\/business\/torstar-metroland-nordstar-1.6968044"",""https:\/\/www.thestar.com\/business\/metroland-ends-print-editions-of-community-papers-flyers\/article_b5630346-56a9-50b0-99dd-7e4955065c14.html"",""https:\/\/www.cbc.ca\/news\/canada\/ottawa\/weekly-print-papers-cancelled-across-ontario-1.6968892"",""https:\/\/www.newhamburgindependent.ca\/news\/ontario\/metroland-to-cease-print-publication-of-dozens-of-community-newspapers-across-ontario\/article_b2d17b23-e6fb-535f-945a-52d15262c4d7.html"",""https:\/\/www.durhamregion.com\/news\/a-letter-to-our-readers\/article_ec8be637-c278-587b-a442-1c762720e04a.html"",""https:\/\/www.orilliamatters.com\/local-news\/metroland-announces-cutbacks-ends-orillia-today-print-edition-7554155"",""https:\/\/nationalpost.com\/news\/canada\/metroland-media-group-ends-publication-of-weekly-community-newspapers""]","[""English""]"
1077,marker,622,Newspapers,Huntsville Forester,"45.325831, -79.2157454","On September 15, 2023, Metroland announced that all of its 71 community newspapers would immediately shift to digital-only publications, including the Huntsville Forester. Nordstar put its Metroland Media Group division into creditor protection under the Bankruptcy and Insolvency Act as part of this restructuring plan that resulted in the loss of 605 jobs (approximately 60 per cent of its workforce), including 68 journalists. The newspaper was founded in 1877.",0,2023-09-30 6:47,2023-09-30 6:47,28,community paper,shifted to online,2023-09-15,Metroland,"Huntsville, Ontario","[""https:\/\/muskoka411.com\/muskoka-metroland-newspapers-end-print-publication\/"",""https:\/\/doppleronline.ca\/huntsville\/metroland-media-getting-out-of-the-community-print-newspaper-business\/"",""https:\/\/www.cbc.ca\/news\/business\/torstar-metroland-nordstar-1.6968044"",""https:\/\/www.thestar.com\/business\/metroland-ends-print-editions-of-community-papers-flyers\/article_b5630346-56a9-50b0-99dd-7e4955065c14.html"",""https:\/\/www.cbc.ca\/news\/canada\/ottawa\/weekly-print-papers-cancelled-across-ontario-1.6968892"",""https:\/\/www.newhamburgindependent.ca\/news\/ontario\/metroland-to-cease-print-publication-of-dozens-of-community-newspapers-across-ontario\/article_b2d17b23-e6fb-535f-945a-52d15262c4d7.html"",""https:\/\/www.durhamregion.com\/news\/a-letter-to-our-readers\/article_ec8be637-c278-587b-a442-1c762720e04a.html"",""https:\/\/www.orilliamatters.com\/local-news\/metroland-announces-cutbacks-ends-orillia-today-print-edition-7554155"",""https:\/\/nationalpost.com\/news\/canada\/metroland-media-group-ends-publication-of-weekly-community-newspapers""]","[""English""]"
1078,marker,622,Newspapers,Innisfil Journal,"44.3277427, -79.6194167","On September 15, 2023, Metroland announced that all of its 71 community newspapers would immediately shift to digital-only publications, including the Innisfil Journal. Nordstar put its Metroland Media Group division into creditor protection under the Bankruptcy and Insolvency Act as part of this restructuring plan that resulted in the loss of 605 jobs (approximately 60 per cent of its workforce), including 68 journalists. The newspaper launched in 2007.",0,2023-09-30 6:50,2023-09-30 6:50,32,community paper,shifted to online,2023-09-15,Metroland,"Innisfil, Ontario","[""https:\/\/www.cbc.ca\/news\/business\/torstar-metroland-nordstar-1.6968044"",""https:\/\/www.thestar.com\/business\/metroland-ends-print-editions-of-community-papers-flyers\/article_b5630346-56a9-50b0-99dd-7e4955065c14.html"",""https:\/\/www.cbc.ca\/news\/canada\/ottawa\/weekly-print-papers-cancelled-across-ontario-1.6968892"",""https:\/\/www.newhamburgindependent.ca\/news\/ontario\/metroland-to-cease-print-publication-of-dozens-of-community-newspapers-across-ontario\/article_b2d17b23-e6fb-535f-945a-52d15262c4d7.html"",""https:\/\/www.durhamregion.com\/news\/a-letter-to-our-readers\/article_ec8be637-c278-587b-a442-1c762720e04a.html"",""https:\/\/www.orilliamatters.com\/local-news\/metroland-announces-cutbacks-ends-orillia-today-print-edition-7554155"",""https:\/\/nationalpost.com\/news\/canada\/metroland-media-group-ends-publication-of-weekly-community-newspapers""]","[""English""]"
1079,marker,622,Newspapers,Kawartha Lakes This Week,"44.3565742, -78.7407542","On September 15, 2023, Metroland announced that all of its 71 community newspapers would immediately shift to digital-only publications, including the Kawartha Lakes This Week. Nordstar put its Metroland Media Group division into creditor protection under the Bankruptcy and Insolvency Act as part of this restructuring plan that resulted in the loss of 605 jobs (approximately 60 per cent of its workforce), including 68 journalists. The newspaper launched in 1977.",0,2023-09-30 6:54,2023-09-30 6:54,28,community paper,shifted to online,2023-09-15,Metroland,"Kawartha Lakes, Ontario","[""https:\/\/kawarthanow.com\/2023\/09\/15\/metroland-media-group-ends-print-editions-of-70-community-newspapers-and-flyer-delivery-business\/"",""https:\/\/www.cbc.ca\/news\/business\/torstar-metroland-nordstar-1.6968044"",""https:\/\/www.thestar.com\/business\/metroland-ends-print-editions-of-community-papers-flyers\/article_b5630346-56a9-50b0-99dd-7e4955065c14.html"",""https:\/\/www.cbc.ca\/news\/canada\/ottawa\/weekly-print-papers-cancelled-across-ontario-1.6968892"",""https:\/\/www.newhamburgindependent.ca\/news\/ontario\/metroland-to-cease-print-publication-of-dozens-of-community-newspapers-across-ontario\/article_b2d17b23-e6fb-535f-945a-52d15262c4d7.html"",""https:\/\/www.durhamregion.com\/news\/a-letter-to-our-readers\/article_ec8be637-c278-587b-a442-1c762720e04a.html"",""https:\/\/www.orilliamatters.com\/local-news\/metroland-announces-cutbacks-ends-orillia-today-print-edition-7554155"",""https:\/\/nationalpost.com\/news\/canada\/metroland-media-group-ends-publication-of-weekly-community-newspapers""]","[""English""]"
1080,marker,622,Newspapers,Kemptville Advance,"45.0163884, -75.645947","On September 15, 2023, Metroland announced that all of its 71 community newspapers would immediately shift to digital-only publications, including the Kemptville Advance. Nordstar put its Metroland Media Group division into creditor protection under the Bankruptcy and Insolvency Act as part of this restructuring plan that resulted in the loss of 605 jobs (approximately 60 per cent of its workforce), including 68 journalists. The newspaper was founded in 1881.",0,2023-09-30 6:57,2023-09-30 6:57,82,community paper,shifted to online,2023-09-15,Metroland,"Kemptville, Ontario","[""https:\/\/ngtimes.ca\/end-to-historic-advance-newspaper\/"",""https:\/\/www.cbc.ca\/news\/canada\/ottawa\/weekly-print-papers-cancelled-across-ontario-1.6968892"",""https:\/\/www.cbc.ca\/news\/business\/torstar-metroland-nordstar-1.6968044"",""https:\/\/www.thestar.com\/business\/metroland-ends-print-editions-of-community-papers-flyers\/article_b5630346-56a9-50b0-99dd-7e4955065c14.html"",""https:\/\/www.newhamburgindependent.ca\/news\/ontario\/metroland-to-cease-print-publication-of-dozens-of-community-newspapers-across-ontario\/article_b2d17b23-e6fb-535f-945a-52d15262c4d7.html"",""https:\/\/www.durhamregion.com\/news\/a-letter-to-our-readers\/article_ec8be637-c278-587b-a442-1c762720e04a.html"",""https:\/\/www.orilliamatters.com\/local-news\/metroland-announces-cutbacks-ends-orillia-today-print-edition-7554155"",""https:\/\/nationalpost.com\/news\/canada\/metroland-media-group-ends-publication-of-weekly-community-newspapers""]","[""English""]"
1081,marker,622,Newspapers,King Connection,"43.9927234, -79.6742365","On September 15, 2023, Metroland announced that all of its 71 community newspapers would immediately shift to digital-only publications, including the King Connection. Nordstar put its Metroland Media Group division into creditor protection under the Bankruptcy and Insolvency Act as part of this restructuring plan that resulted in the loss of 605 jobs (approximately 60 per cent of its workforce), including 68 journalists. The newspaper launched in 2013.",0,2023-09-30 7:02,2023-09-30 7:02,36,community paper,shifted to online,2023-09-15,Metroland,"King Township, Ontario","[""http:\/\/marketingmag.ca\/media\/metroland-adds-new-community-newspaper-in-its-print-renaissance-124884\/"",""https:\/\/www.cbc.ca\/news\/business\/torstar-metroland-nordstar-1.6968044"",""https:\/\/www.thestar.com\/business\/metroland-ends-print-editions-of-community-papers-flyers\/article_b5630346-56a9-50b0-99dd-7e4955065c14.html"",""https:\/\/www.cbc.ca\/news\/canada\/ottawa\/weekly-print-papers-cancelled-across-ontario-1.6968892"",""https:\/\/www.newhamburgindependent.ca\/news\/ontario\/metroland-to-cease-print-publication-of-dozens-of-community-newspapers-across-ontario\/article_b2d17b23-e6fb-535f-945a-52d15262c4d7.html"",""https:\/\/www.durhamregion.com\/news\/a-letter-to-our-readers\/article_ec8be637-c278-587b-a442-1c762720e04a.html"",""https:\/\/www.orilliamatters.com\/local-news\/metroland-announces-cutbacks-ends-orillia-today-print-edition-7554155"",""https:\/\/nationalpost.com\/news\/canada\/metroland-media-group-ends-publication-of-weekly-community-newspapers""]","[""English""]"
1082,marker,622,Newspapers,Markham Economist & Sun,"43.854799, -79.358612","On September 15, 2023, Metroland announced that all of its 71 community newspapers would immediately shift to digital-only publications, including the Markham Economist & Sun. Nordstar put its Metroland Media Group division into creditor protection under the Bankruptcy and Insolvency Act as part of this restructuring plan that resulted in the loss of 605 jobs (approximately 60 per cent of its workforce), including 68 journalists. The newspaper was founded in 1915 from the merger between the Economist (1856) and Markham Sun (1881).",0,2023-09-30 7:07,2023-09-30 7:07,48,community paper,shifted to online,2023-09-15,Metroland,"Markham, Ontario","[""https:\/\/www.cbc.ca\/news\/business\/torstar-metroland-nordstar-1.6968044"",""https:\/\/www.thestar.com\/business\/metroland-ends-print-editions-of-community-papers-flyers\/article_b5630346-56a9-50b0-99dd-7e4955065c14.html"",""https:\/\/www.cbc.ca\/news\/canada\/ottawa\/weekly-print-papers-cancelled-across-ontario-1.6968892"",""https:\/\/www.newhamburgindependent.ca\/news\/ontario\/metroland-to-cease-print-publication-of-dozens-of-community-newspapers-across-ontario\/article_b2d17b23-e6fb-535f-945a-52d15262c4d7.html"",""https:\/\/www.durhamregion.com\/news\/a-letter-to-our-readers\/article_ec8be637-c278-587b-a442-1c762720e04a.html"",""https:\/\/www.orilliamatters.com\/local-news\/metroland-announces-cutbacks-ends-orillia-today-print-edition-7554155"",""https:\/\/nationalpost.com\/news\/canada\/metroland-media-group-ends-publication-of-weekly-community-newspapers""]","[""English""]"
1083,marker,622,Newspapers,Midland-Penetanguishene Mirror,"44.7393339, -79.8574841","On September 15, 2023, Metroland announced that all of its 71 community newspapers would immediately shift to digital-only publications, including the Midland-Penetanguishene Mirror. Nordstar put its Metroland Media Group division into creditor protection under the Bankruptcy and Insolvency Act as part of this restructuring plan that resulted in the loss of 605 jobs (approximately 60 per cent of its workforce), including 68 journalists. The newspaper launched in 1991.",0,2023-09-30 7:10,2023-09-30 7:10,69,community paper,shifted to online,2023-09-15,Metroland,"Midland and Penetanguishene, Ontario","[""https:\/\/www.cbc.ca\/news\/business\/torstar-metroland-nordstar-1.6968044"",""https:\/\/www.thestar.com\/business\/metroland-ends-print-editions-of-community-papers-flyers\/article_b5630346-56a9-50b0-99dd-7e4955065c14.html"",""https:\/\/www.cbc.ca\/news\/canada\/ottawa\/weekly-print-papers-cancelled-across-ontario-1.6968892"",""https:\/\/www.newhamburgindependent.ca\/news\/ontario\/metroland-to-cease-print-publication-of-dozens-of-community-newspapers-across-ontario\/article_b2d17b23-e6fb-535f-945a-52d15262c4d7.html"",""https:\/\/www.durhamregion.com\/news\/a-letter-to-our-readers\/article_ec8be637-c278-587b-a442-1c762720e04a.html"",""https:\/\/www.orilliamatters.com\/local-news\/metroland-announces-cutbacks-ends-orillia-today-print-edition-7554155"",""https:\/\/nationalpost.com\/news\/canada\/metroland-media-group-ends-publication-of-weekly-community-newspapers""]","[""English""]"
